Word,Meaning
أحذية,{n.} shoes
أحذية التخوزيض,{n.} waders
أحذية السباق,{n.} running shoe
أحذية بدون كعب,"{n.} moccasins, loafers"
أحذية خفيفة,{n.} slingbacks
أحذية رديئة النوع,{n.} rubbishy chose
أحذية ركوب الخيل,{n.} riding boots
أحذية رياضية,"{n.} pump, sneakers"
أحذية طويلة الرقبة,{n.} boots
أحر,{v.} heat up
أحرز,"{v.} attain, obtain, achieve, acquire, get hold of"
أحرز تقدم,{v.} progress
أحرز تقدما,{v.} gain ground
أحرز مكانة,{v.} work
أحرز هدفا,{v.} make
أحرف متصلة,{n.} cursive
أحرف مطبوعة,{n.} print
أحرفي,{adj.} literal
أحرق,{adj.} hot tempered
أحرق,"{v.} burn, burnt, incinerate, deflagrate, fire, kiln, blaze, light, singe, scald, sear, char, parch, sting, smart, sizzle"
أحرق الأرض,{n.} scorch
أحرق البخور,{v.} cense
أحرق جثة ميتة,{v.} cremate
أحزان,{n.} low spirits
أحس,"{v.} feel, sense"
أحس اختيار الشئ,{v.} pick out
أحسر,{adj.} myopic
أحسن,"{adj.} best, better, bestead"
أحسن عيد ميلاد,in one's birthday suit
أحسن فتاة,{n.} best girl
أحسن وأحسن,{adv.} better and better
أحسنت,{interj.} well done
أحشاء,"{n.} bowel, bowels, entrails, viscera, guts, innards, gizzard"
أحصى,{adj.} numerate
أحصى,"{v.} compute, count, number, register"
أحصى المخزون,{v.} take stock
أحصى نفسه,{v.} count oneself
أحضر,{v.} bring
أحضر لي ساندويتش ثلاث طبقات مع لبن من فضلك.,Bring me a triple decker sandwich and milk6ÃÍÖÑ áí ÓÇäÏæíÊÔ ËáÇË ØÈÞÇÊ ãÚ áÈä ãä ÝÖáß. (please.)
أحط الدرجات,{n.} cellar
أحفاد,{n.} grandchildren
أحكام,{n.} succinctness
أحمر,"{adj.} red, ruddy, scarlet, tan"
أحمر,{n.} red
أحمر ارجواني,{adj.} purple
أحمر التجميل,{n.} rouge
أحمر الرأس,{adj.} redhead
أحمر الشعر,{adj.} redhead
أحمر الشفاه,"{n.} lipstick, rouge"
أحمر الصقل,{n.} rouge
أحمر الوجه,{adj.} high color
أحمر داكن,{n.} ruby
أحمر ضارب للرمادي,{adj.} damask
أحمر قان,{adj.} sanguine
أحمر كالدم,{adj.} sanguinary
أحمر كالفراولة,{n.} strawberry
أحمر مصفر,{adj.} cardinal
أحمق,"{adj.} stupid, idiotic, foolish, wacky, witless, senseless, unwise, empty headed, weak minded, fatuous, brutish, mad, childish, impolitic, imprudent, indiscreet, inept, insensate, meaningless, nonsensical, pointless, whacky, fantastic, injudicious"
أحمق,"{n.} assiduity, jerk [sl.], chucklehead [sl.], chump [sl.], prat [sl.], ass [sl.], fathead [sl.], screwball [sl.], sod [sl.], lemon, berth, nit [sl.], nitwit [sl.], numskull [sl.], oyster [sl.]"
أحمق التصرف,{adj.} scatter brained
أحمق جدا,{adj.} very fool
أحمل معي خمس قطع.,I have five carry on pieces.
أحواض الاستحمام,{n.} bath toys
أحوال,{n.} circumstance
أحول,"{adj.} cross-eyed, squint, cock eyed"
أحول العينين,"{adj.} cross-eyed, squinting, walled"
أحيا,"{v.} enliven, inspirit, renovate, restore, resurrect, revive, revitalize, resuscitate"
أحيا ذكرى,"{v.} memorialize, recall, commemorate"
أحياء,{n.} quick
أحياء المدينة,{adv.} round the town
أحيائي,{n.} biologist
أحيائي نفسي خاص بعلم الأحياء,{adj.} psychological
أحيانا,"{adv.} every few days, sometimes, every now and then, at times, occasionally, on occasion"
أحيانا كثيرة,{adv.} often
أخ,"{n.} brother, friar"
أخ أسود,{n.} soul brother
أخ أصغر,{n.} cadet
أخ أو أخت,{n.} brethren
أخ بالرضاع,{n.} foster child
أخ غير شقيق,"{n.} half brother, stepbrother"
أخ في الدين,{n.} coreligionist
أخ في الرضاعة,{n.} half brother
أخاذ للنظر,{adj.} striking
أخبار,"{n.} news, good tidings"
أخبار إثارة,{n.} shocker
أخبار اليوم,{n.} current affairs
أخبار تستحق النشر,{n.} newsworthiness
أخبار حديثة,{n.} fresh news
أخبار خاطفة,{n.} flash
أخبار ذات أهمية,{n.} newsworthiness
أخبار سارة,{n.} good news
أخبار قديمة,{adj.} stale
أخبار قليلة,a bit of news
أخبار هامة,"{n.} breaking news, newsworthiness"
أخباري,{adj.} newspaper
أخت,{n.} sister
أخت الزوج أو الزوجة,{n.} sister-in-law
أخت سوداء,{n.} soul sister
أخت غير شقيقة,{n.} stepsister
أختلط عليه الأمر,{v.} fuck smb. up [sl.]
أختي خاص بالأخت,{adj.} sisterly
أخدود,"{n.} furrow, groove, rut, channel, flute, fluting, pothole"
أخدود موصل,{n.} slew
أخذ,"{n.} qualm, reception, cat's-paw"
أخذ,"{v.} take, gather, occupy, pick"
أخذ أكثر مما يستحق,{v.} go the whole hog
أخذ أكثر من نصيبه,{v.} hog
أخذ أهمية,{v.} matter
أخذ أوامر,{v.} take orders
أخذ إجازة,{v.} take leave of
أخذ الأمر بجدية,{v.} take seriously
أخذ البصمات,{v.} print
أخذ الثأر,{v.} requite
أخذ العينات,{n.} sampling
أخذ المبادرة,bell the cat
أخذ النبض,{v.} pulse
أخذ الورقة الرابحة,{v.} trump
أخذ بالأسباب,{v.} put two and two together
أخذ بالثأر,{n.} reprisal
أخذ بالعين,{v.} bewitch
أخذ بثأره,"{v.} hit back, revenge oneself on"
أخذ بدون حق,{v.} rob
أخذ بعين الإعتبار,"{v.} consider, take into account, count, take into consideration"
أخذ بكميات كبيرة,{v.} overdo
أخذ بمغرفة,{v.} scoop
أخذ بملعقة,{v.} spoon up
أخذ بيد,"{v.} get the upper hand of, give smb. a hand"
أخذ ثانية,{v.} retake
أخذ جرعة من شراب,{v.} pull
أخذ جولة,{v.} take round
أخذ حرصه,{v.} take up quarters
أخذ حزره من,{n.} precaution
أخذ خلسة,{v.} snitch
أخذ دور,{v.} take turns
أخذ دوره,{v.} bat
أخذ دوره في الضرب,{v.} bat round
أخذ سبيله للإ نجاز,{v.} proceed
أخذ شكلا محدد,{v.} settle into shape
أخذ شوكولا,{v.} have a chocolate
أخذ صفوة الشىء,{v.} cream
أخذ صورة,{v.} shoot
أخذ عشر الشىء,{v.} decimate
أخذ عطلة,"{v.} vacation, recess"
أخذ على عاتقه,"{v.} take to one's heels, undertake, assume, incur"
أخذ على نفسه عهدا,"{v.} plight, vow"
أخذ عينة,{v.} sample
أخذ عينة الدم,{v.} sample
أخذ عينة دم,{v.} draw blood
أخذ عينة من الدم,{v.} sample
أخذ غفوة,{v.} snooze
أخذ فرصته,{v.} have one's fling
أخذ فكرة,{v.} get sight of smth.
أخذ في,{v.} begin
أخذ في التغير بكشل أحسن,{v.} shape up well
أخذ في الضعف,{v.} wane
أخذ فيلمات عن,{v.} microfilm
أخذ كرهينة,{v.} foreclose
أخذ لقطة فوتغرافية,{v.} snapshot
أخذ مجة من سيكارة,{v.} drag
أخذ مقعد,{v.} seat
أخذ مكانته من,{v.} give shape to
أخذ من غير إذن,{v.} appropriate
أخذ نصيب الأسد,{v.} take in good part
أخذ نصيبه,take his part
أخذ نيكة سريعة,{v.} be quick
أخذ وضع,{v.} posture
أخذه منهاجا له,{v.} follow his example
أخر,"{v.} delay, postpone, protract, put back, set back, wait, detain, intercept, retard"
أخر التاريخ,{v.} postdate
أخر الساعة,"{v.} slow, put back"
أخر النبر موسيقى,{v.} syncopate
أخرج,{n.} drawback
أخرج,"{v.} take out, move out, give off, subtract, vomit, eject, shell off, read out, bring out, push along, dispossess, egress, fetch, obtrude, poke, quit, remove, get, produce, realize, set, direct"
أخرس,"{adj.} mute, dumb, silent, tongue-tied"
أخرس,{n.} aphony
أخرس,{v.} shut up
أخرسه,{v.} strike smb. deaf
أخرق,"{adj.} clumsy, inexpedient, awkward, lumpish, lumbering, maladroit, gawky, gauche, ungainly, uncouth, bungling, impolitic, left handed, elephantine, lubberly, meaningless, wooden, senseless, mad, oafish, ponderous, preposterous, shy, unhappy"
أخرق,"{n.} lump, nincompoop [sl.]"
أخرى,{adj.} new
أخزى,"{v.} discountenance, disgrace, degrade, discredit, dishonor, shame, humiliate, dishonour"
أخسر,go to the dogs
أخسر,"{v.} fail, go bad"
أخشاب,{n.} timbering
أخشاب طافية متشابكة,{n.} logjam
أخشى أنه لا يمكن تصليحه.,I'm afraid it can't be fixed.
أخصائي أمراض الرئة,{n.} pneumonologist
أخصائي الأطفال,"{n.} pediatrician, paediatrician"
أخصائي الشيخوخة,{n.} gerontologist
أخصائي طب الأطفال,"{n.} pediatrician, paediatrician"
أخصائي عمليات التجميل,{n.} plastic surgeon
أخصب,"{v.} fertilize, fructify, impregnate, inseminate, enrich, fatten"
أخصب الشعر,{v.} stain
أخصب تهجينيا,{v.} cross fertilize
أخضر,"{adj.} green, verdant, sappy"
أخضر زمردي,{n.} emerald
أخضر شاحب,{adj.} glaucous
أخضر فاتح,{adj.} light green
أخطأ,"{v.} mistake, miss, make a mistake, err, go wrong, sin, slip, trip up, fluff, fumble, goof, stumble, misfire"
أخطأ الحكم,{v.} misconceive
أخطأ الرأي,{v.} misbelieve
أخطأ العبة,{v.} mishit
أخطأ الفهم,{v.} misconceive
أخطأ بالتسمية,{v.} misname
أخطأ باللفظ,{v.} mispronounce
أخطأ بفداحة,{v.} blunder
أخطأ في الإسم مغلوط,{v.} misname
أخطأ في الاقتباس,{v.} misquote
أخطأ في الترجمة,{v.} mistranslate
أخطأ في التهجئة والإملاء,{v.} misspell
أخطأ في الحساب أو التقدير,{v.} miscalculate
أخطأ في الحكم,{v.} misjudge
أخطأ في الطبع,{v.} misprint
أخطأ في العبة,{v.} mishit
أخطأ في القراءة,{n.} misreading
أخطأ في الميعاد,{v.} misdate
أخطأ في تقدير شىء,{v.} misjudge
أخطبوط,{n.} octopus
أخفاف,{n.} pumps
أخفق,{v.} go awry
أخفقت,{adv.} awry
أخفى,"{v.} conceal, harbor, hill, secrete, harbour, hid, wrap, cloak, cover up, disguise, shelter, smother, stash, keep, hush, obscure, palm, stow, suppress, receive, obstruct"
أخفى المشاعر,{v.} dissemble
أخفى الموضوع,{v.} make a hash of it
أخفى تحت مظهر كاذب,{v.} varnish
أخفى جريمة,{v.} cover up
أخفى شهادة,{v.} suppress
أخفى عيبا تحت مظهر خادع,{v.} veneer
أخفى في راحة اليد,{v.} palm
أخفى وجهه,{v.} mask
أخل,{v.} disrupt
أخلاق,"{n.} decency, ethics, manners, moral, morals"
أخلاق حميدة,{n.} morals
أخلاق غير حسنة,{n.} bad manners
أخلاقي,"{adj.} moral, ethic, ethical, proper"
أخلاقيا,{adv.} morally
أخلاقية,{n.} morality
أخلي من السكان,{v.} depopulate
أخمد,"{v.} trail off, put out, die out, quench, smoulder, suppress, oppress, muffle, smolder, squelch, stifle, dampen, expire, slake, lay, hush, fall, scotch, subside"
أخمد الشكاوي,{v.} cushion
أخمد النار,{v.} smother
أخمد النار ببطء,{v.} damp down a fire
أخمد نار,{v.} extinguish
أخمص القدم,{n.} sole
أخمصي,{adj.} plantar
أخوالي متعلق بقرابة الأم,{adj.} matrilineal
أخوة,"{n.} brotherhood, fraternity"
أخوة و إخوات,{n.} brethren
أخوي,"{adj.} brotherly, matey, fraternal, fratricidal"
أخويا,{adv.} brotherly
أخوية,"{n.} brotherhood, fraternity, order"
أخوية دينية,{n.} friar
أخوية نسائية,{n.} nunnery
أخير,"{adj.} hindmost, last, later, latest, final, rearmost, late, terminal, ultimate, extreme, latter"
أخير وليس صفر,{adj.} last but not least
أخيرا,"{adv.} at last, rearward, lastly, in the end, finally, in conclusion, ultimately, eventually, last ditch, lately, latterly, really, that is to say"
أداء,"{n.} performance, execution, rendering, showing"
أداء الشهادة,{n.} deposition
أداء غير بارع,{n.} muff
أداء في الفن,{n.} rendition
أداء موحد,{n.} ensemble
أداة,"{n.} instrument, tool, cat's-paw, device, implement, appliance, particle, utensil, gadget, agent"
أداة إضافية,{n.} converter
أداة إضافية لزيادة القوة,{n.} booster
أداة الإحراق,{n.} incendiary
أداة الجلفطة,{n.} caulker
أداة انذار,{n.} alarm
أداة بارعة,{n.} ingenuity
أداة تدفأة,{n.} warmer
أداة تساعد على الحركة فى إتجاه واحد,{n.} escapement
أداة تسجيل,{n.} graph
أداة تشديب,{n.} trimmer
أداة تشق الأثلام,{n.} drill
أداة تصوير فوتغرافية,{n.} turret
أداة تعريف,{n.} article
أداة تعريف إنجليزية غير,{art.} a
أداة تعريف إنجليزية غير معروفة,{art.} an
أداة تعكس اتجاه التيار,{n.} commutator
أداة تقرن,{n.} coupler
أداة رافعة,{n.} capstan
أداة صغير ذات عجلات,{n.} caddie
أداة ضبط,"{n.} adjuster, adjustment, telltale"
أداة طبية,{n.} applicator
أداة ظاهرة إتجه الريح,{n.} weathercock
أداة غريبة,{n.} crotchet
أداة غريبة الشكل,{n.} contraption
أداة في الأرغن لضبط حجم الصوت,{n.} swell
أداة قياس الإرتفاع,{n.} quadrant
أداة كهربائية,{n.} resistor
أداة لإحداث التلا مس,{n.} contact
أداة لإحداث الصفير,{n.} catcall
أداة لإنتشال السفن القديمة,{n.} camel
أداة لتحويل العطر لرذاذ,{n.} atomizer
أداة لتسليط الصورة على الشاشة,{n.} projector
أداة لتعليق شيء,{n.} suspension
أداة لتغيير شكل التيار الكهربائي,{n.} converter
أداة لتنظيف تجويف,{n.} blowpipe
أداة لتنظيم الجدوال,{n.} tabulator
أداة لخلق,{n.} creature
أداة لقطع التيار الكهربائي أوتماتيكيا,{n.} shutoff
أداة لقياس الزوايا أو رسمها,{n.} sector
أداة لقياس ضغط الغازات,{n.} manometer
أداة لقياس عمق المياه,{n.} depthometer
أداة للربط بين جزئين لأغراض لم يجعل لها في الأصل,"{n.} adapter, adaptor"
أداة لمحاكاة الصوت,{n.} call
أداة متفجرة,{n.} detonator
أداة مخترعة,{n.} invention
أداة مساعدة,{n.} aid
أداة مستدقة الطرف,{n.} prick
أداة ملحقة بشيء,{n.} rider
أداة ملولبة,{n.} screw
أداة من قضبان كمنجل,{n.} cradle
أداة ميكانيكية,{n.} engine
أداة ميكانيكية للتلاعب,{n.} gimmick
أداة نافعة,{n.} utensil
أداة نقر موسيقية,{n.} vibes
أداة يثبت بها الطباعون الأحرف المنضدة,{n.} quoin
أدار,{adj.} direct
أدار,"{n.} cast, steward"
أدار,"{v.} manage, order, preside, procure, administer, boss, govern, run, mobilize, operate, slew, slue, spin, spun, superintend, carry on, work, dispense, rotate, twiddle, twirl, tumble, wind"
أدار أملاك قاصر,{v.} administer
أدار إبرة الراديو,{v.} dial
