Word,Meaning
administrative,"{adj} إداري, حاكم, حكومي, تنفيذي"
administrative board,{n} مجلس إدارة
administrator,"{n} مصف, المدير المنتدب, شخص مكلف من قبل الحكومة بتصفية أملاك متوفي, المدير رجل الإدارة, مدير, رجل إدارة"
administratrix,{n} كاهن مكلف بادارة أبرشية موقتا
admirable,"{adj} رائع, باهر, ممتاز, بديع"
admirably,{adv} على نحو رائع أو باهر
admiral,"{n} أميرال, أمير البحر, أميرة الفراش, العميد البحري"
admiralty,{n} إمارة البحر
admiration,"{n} إعجاب, موضع إعجاب"
admire,{v} عجب
admired,{adj} محترم
admirer,"{n} عاشق, مكبر"
admissible,"{adj} ممكن قبوله, مسموح, مسلم به"
admission,"{n} سماح بالدخول, تسليم بقضية, اعتراف, إدخال, حق الدخول أو الإذن به, رسم الدخول, قبول"
admit,"{v} سمح بالدخول, منحه حق الدخول, سلم, قبل, قبله في, إتسع ل, اعترف"
admittance,"{n} دخول, إذن دخول, قبول, الإذن بالدخول"
admitted,{adj} مسلم به
admittedly,"{adv} على نحو لا يمكن إنكاره, بإعتراف الجميع"
admix,"{v} خلط, شاب ( بـ ), مزج"
admixture,"{n} خليط, مزج, امتزاج, اختلاط, مزيج"
admonish,"{v} حث, ذكر, لام, عاتب, نصح, حذر"
admonisher,{n} محزر
admonishment,{n} النصح
admonition,"{n} توبيخ, تذكير, لوم, نصح, عتاب, تحذير"
ado,"{n} ضجة, اهتياج"
adobe,"{n} لبنة من الطين, مبنى من طين اللبن, لبن"
adolescence,"{n} جيل المراهقة, مراهقة, سن المراهقة"
adolescent,{n} فتى
adolescent,"{adj} مراهق, يافع"
adonis,{n} أودنيس شاب فائق الجمال
adopt,"{v} تبنى, اختار, أقر, اتخذ"
adopted,"{adj} متبنى, متخذ"
adoption,"{n} تبني, اتخاذ"
adoptive,"{adj} خاص بالتبني, بالتبني"
adorable,"{adj} بديع, جدير بالعبادة"
adoration,"{n} توقير, عبادة, مجد, سجود, افتنان, هيام"
adore,"{v} حب حتى العبادة, نمق, هام ب, وقر"
adorer,"{n} صب عاشق, عابد"
adorn,"{v} زين يزخرف, زخرف, حلى"
adorn oneself,تبهرج
adorned,"{adj} مزخرف, مزين"
adornment,"{n} زخرفة, زينة, تزيين"
adrenal,{adj} مجاور للكلية
adrenalin,{n} عقار متبلر أبيض يستعمل منبها للقلب
adrenaline,{n} الكظرين هرمون منشط
adrift,{adv} بجرف البحر
adrift,{adj} بلا هدف
adroit,"{adj} نشيط, بارع, حاذق, لبق, داهية, ماهر"
adroitly,{adv} ببراعة
adroitness,"{n} خفة, مهارة"
adsorb,"{v} إمتص غاز, كثف جزئيات الغاز, امتز"
adsorption,{n} إمتصاص كيميائي
adulate,"{v} تزلف, تملق, داهن"
adulation,"{n} تزلف, مداهنة"
adulator,"{n} شخص متملق, متزلف"
adulatory,{adj} متزلف
adult,{n} البالغ سن الرشد
adult,"{adj} بالغ, راشد, خاص بالبالغين"
adulterate,"{v} غش, زيف"
adulterate,{adj} زائف
adulteration,{n} غش
adulterer,"{n} زانية, زوج خائن, شخص زاني, عاهر, رجل متهم بالزنا"
adulteress,"{n} زانية, فاجرة"
adulterous,"{adj} زناوي, خاص بالزنا أو ميال إليه"
adultery,"{n} زناء, سفاح, عهر, خيانة زوجية"
adulthood,"{n} بلوغ, سن البلوغ"
adumbrate,"{v} خطط, طلل, أشار أو يرمز إلى"
adumbration,"{n} تخطيط, الإظلال"
adust,{adj} محروق
advance,"{n} سلفة, قرض, تحسن, ارتفاع, مهد للجنس, خطوة للأمام, تسليف"
advance,"{v} تقدم, دفع سلفا, ارتفع, قدم, مقدما"
advance,"{adj} أمامي, مدفوع مقدما, مقدما سلفا, عجل"
advance guard,مقدمة
advanced,"{adj} متقدم, عال, تقدمي, تقدم, متطور, مثار, معزز"
advanced in years,متقدم في السن
advanced studies,"دراسات عليا, تقدم في الدراسة"
advancement,"{n} ترقية, ترفع, تقدم"
advantage,"{n} ميزة, أفضلية, مصلحة, فائدة, تقدم, فضل, منفعة, حسن"
advantageous,"{adj} مفيد, مربح, مساعد, مؤات, ملائم"
advent,"{n} مجئ المسيح, مجئ المسيح إلى العالم مرة ثانية, حلول, مجيء, أيام الأحد الأربعة السابقة للميلاد, ورود"
adventitious,"{adj} عرضي, طارئ, عارض, ناشئ في موضع من النبات لم يعتاد ظهوره فيه"
adventure,"{n} مجازفة, مغامرة, تجربة مثيرة"
adventure,"{v} جازف, غامر"
adventurer,"{n} مغامر, مجازف"
adventurous,"{adj} مغامر, مجازف, جسور, خطر, محفوف بالمخاطر, جريء"
adventurousness,"{n} مغامرة, مجازفة"
adverb,"{n} حال, ظرف حال"
adverbially,{adv} ظرفي
adversary,"{n} خصم, مقاوم, غريم, عدو"
adversative,{adj} إضرابي
adverse,"{adj} معاكس, مناوئ, عكسي, متعسر, وخيم, مائج, متجه نحو الجذع"
adversity,"{n} شدة, محنة, مكروه, ضراء, حظ عاثر, مصيبة"
advert,{v} أشار ( إلى )
advertent,{adj} منتبه
advertise,"{v} أعلن في الصحافة, علم, أعلن, أعلن بواسطة الصحافة"
advertisement,"{n} الإعلان عن السلع, إعلان"
advertiser,{n} معلن
advertising,"{n} إعلان, الإعلان عن السلع, صناعة الإعلانات"
advertising agent,"وكيل الإعلانات, صانع الإعلانات"
advice,"{n} النصيحة, نصيحة, مشورة, إعلام"
advisable,"{adj} مستحسن, مستصوب"
advise,"{v} نصح, حذر, استشار, وصى, خطر, علم"
advised,{adj} مروي فيه
advisedly,{adv} بأناة
adviser,"{n} مستشار, الناصح, المرشد, مشير"
advisor,{n} الناصح
advisory,"{adj} استشاري, تقرير"
advisory opinion,{n} فتوى
advocacy,"{n} تأييد, دفاع في المحكمة"
advocate,"{v} حمى, ترافع, دافع, أيد"
advocate,"{n} محام, المؤيد, محامي الدفاع"
advocating,{adj} متحمس
advowson,{n} تأييد
adze,{n} منحت
adze,{v} قطع أو نجز
aegean,{adj} إيجى منسوب إلى البحر إيجه
aegis,{n} درع
aeolian,"{adj} عولسي منسوب إلى عولس إله الرياح, ريحي"
aeon,"{n} دهر, فترة لا نهائية"
aerate,"{v} عبأ الغاز, هوى, أشبع الدم بالأكسجين, غوز, جعله فوارا"
aeration,{n} تهوئة
aerial,{n} الهوائي
aerial,"{adj} هوائي, جوي, خيالي, رقيق, أثيري, طيراني"
aerialist,"{n} بهلوان, البهلوان الجوي"
aerie,"{n} وكر نسر, بيت فوق مرتفع"
aeriform,"{adj} هوائي, غازي"
aerobatics,{n} بهلوانات جوية
aerobe,{n} الميكروب الهوائي
aerobic,"{adj} تنفسي, حيهوائي نبات أو حيوان هوائي"
aerobics,{n} الهوائي
aerodrome,{n} مطار
aerodynamic,{adj} إيرودينامي
aerodynamics,{n} متعلق بالديناميكا الهوائية
aerogram,{n} رسالة جوية
aerolite,{n} نيزك جوي
aerology,{n} علم الهواء
aeromechanics,{n} مهندس طيران
aeronaut,{n} الملاح الجوي
aeronautics,"{n} علم الطيران, الطيرانيات, فن الطيران"
aeroplane,{n} طائر
aerosol,{n} الهباء الجوي
aerostat,{n} منطاد
aerostatics,{n} الإيروستاتيات علم توازن الهواء و الغازات
aesthetic,{adj} جمالي
afar,"{adv} من بعد, بعيدا"
affability,"{n} الأنس, الدماثة, عذوبة المعاشرة"
affable,"{adj} أنيس, دمث, عذب المعاشرة, لطيف"
affableness,{n} لطف
affair,"{n} قضية, مسألة, علاقة غرامية, أمر, باب"
affairs,"{n} أمور, شئون"
affect,"{v} ولع ب, تظاهر, تكلف, نزع إلى, ألف, أثر في, حرك المشاعر, قلد"
affect,"{n} شعور, عاطفة"
affectation,"{n} تظاهر ب, تكلف, تصنع, التكلف"
affected,"{adj} متكلف, متصنع, متأثر, مصاب ب"
affected person,{n} متكلف
affecting,"{adj} مثير للعاطفة, مدع"
affection,"{n} عاطفة, تعلق ( بـ ), الوجدان, تأثير, نزوع, حالة جسدية, ميل"
affectional,"{adj} عاطفي, وجداني"
affectionate,"{adj} محب, حنون, رقيق"
affective,{adj} مؤثر
affiance,{v} خطب
affiliate,"{v} ضم إلى, تتبع أصل شىء, إنتسب إلى"
affined,{adj} متصل ب
affinity,"{n} مصاهرة, الانجذاب, الألفة, شبه, قرابة"
affirm,"{v} أكد, ثبت, قرر, أيد, علم مؤكدا, جزم"
affirmation,"{n} إثبات, شهادة يؤديها فى المحكمة, توكيد, تأكيد"
affirmative,{n} إيجاب
affirmative,"{adj} إيجابي, غير سلبي, الجهة المؤيدة"
affirmative case,{n} قضية موجبة
affirmed,"{adj} مؤكد, مقرر"
affix,"{v} أضاف, لصق, وضع ختمه على, وضع"
afflatus,{n} وحي
afflict,"{v} حزن, ابتلى"
afflicted,"{adj} حزين, مبتلي, معدل, بائس, منكوب"
affliction,"{n} محنة, مصيبة"
afflictive,{adj} فاجع
affluence,"{n} وفرة, فيض, تدفق, غنى, بحبوحة, ترف"
affluent,"{adj} غني, وافر, موسر"
afflux,"{n} تدفق, دفق"
afford,"{v} تحمل, قدر على شراء شىء, أعطى, أنتج, قدر, منح"
affordable,"{adj} سهل المأخذ, يسير المال"
afforestation,{n} تشجير
afforested,{adj} المشجر
affranchise,{v} شجر
affray,"{n} شجار, عراك"
affront,"{n} إهانة, مذلة"
affront,"{v} أهان, تحدى"
afghan,{adj} أفغاني
afghan,"{n} الأفغاني, اللغة الأفغانية, بطانية ملونة, سجادة كبيرة"
afield,{adv} بعيد
afire,{adj} مشتعل
afire,{adv} مشتعلا
aflame,"{adj} ملتهب, مشتعل, مشتعل نارا, متقد"
aflame,{adv} ملتهبا
afloat,"{adj} طابع, ذو اكتفاء ذاتي, ذائع, شائع"
afloat,"{adv} طافيا, عائما"
aflutter,"{adj} مرفرف, مهتاج عصبيا"
aforementioned,{adj} مذكور آنفا
aforesaid,{adj} مذكور آنفا
aforethought,"{adj} مدبر, مبيت"
aforethought,{n} تعمد
afraid,"{adj} خائف, متأسف"
afresh,"{adv} كرة أخرى, من جديد"
africa,{n} أفريقيا
african,{n} الأفريقي
african,{adj} أفريقي
after,"{adv} في ما بعد, في المؤخرة"
after,"{prep} وفقا ل, بعد, خلف, وراء"
after,"{adj} تال, خلفي"
after effect,"تأثيرات لاحقة, نتيجة ثانوية"
after meals,{adv} بعد الوجبات
after sun lotion,{n} كريم بعد التعرض للشمس
after the event,بعد الحادث>
after you,بعدك.
afterbirth,{n} المشيمة أو الحبل السري
aftercare,{n} العناية بالناقهين
afterglow,{n} الشفق
afterlife,{n} الآخرة
aftermath,"{n} آثار حادثة ما, عقبول آثار كارثة ما"
aftermost,{adj} الأقرب
afternoon,"{n} الاصيل بعد الظهر, الجزء الأخير من"
afternoon,{adj} أصيلي
afterpains,{n} الألم بعد الولادة
afterpart,{n} جزء تال
afterpiece,{n} المسرحية التلوية
aftershave,"{n} كولونيا بعد الحلاقة, عطر بعد الحلاقة"
aftertaste,{n} المذاق المتخلف في الفم
afterthought,{n} الفكرة التلوية التى تخطر بالبال
aftertime,{n} مستقبل
afterwards,{adv} بعدئذ
afterworld,{n} الآخرة
again,"{adv} ردا على, ثانية"
against,"{prep} ضد, تجاه, بالمقابلة, إستعدادا ل"
agape,{adj} فاغر الفم
agape,{adv} مدهش
agar,{n} الأغرة مادة هلامية تستخلص من الطحالب البحرية
agaric,{n} الغارقيون
agate,"{n} عقيق نبات, يشب شئ مصنوع من العقيق"
agave,{n} الأغاف الأمريكي الصبار الأمريكي
age,"{n} عمر, سن, طوال, دور, عصر, دهر, متوسط"
age,"{v} شيخ, هرم, أنضج, قدم"
age old,{adj} عتيق
aged,"{adj} كبير في السن, هرم, مسن, طاعن فى السن, بالغ سنا معين, شيخوخي, معتق, كبير السن"
aged,{n} الطاعن
ageing,{n} التعمير
ageing,{adj} الهرم
agency,"{n} وكالة, قوة, مكتب تجاري, قسم إداري, واسطة"
agenda,"{n} جدول أعمال, برنامج"
agent,"{n} وكيل, عميل سري, عامل, ممثل, أداة, نائب, موظف خاصة في الشرطة وقوة الأمن"
agglomerate,"{v} كتل, كبب, تكتل"
agglomerate,"{n} مكتل, كتلة"
agglomeration,"{n} تكتل, تكتيل, تكبيب, تكبب, كبتولة, كتلة"
agglutinant,{adj} لاصق
agglutinate,"{v} غرى, التصق, تغرى, لصق بالغراء"
agglutination,"{n} تغرية, تغر"
agglutinative,{adj} مغرى
aggrandize,"{v} كبر, وسع, بجل"
aggrandizement,"{n} تعظيم, مبالغة"
aggravate,"{v} زاد خطورة, أثار, تفاقم, غضب"
aggravating,"{adj} مزعج, متفاقم, مشدد"
aggravation,"{n} إثارة, تفاقم, عمل, ظرف"
aggregate,"{n} حاصل جمع, مجموع, جمع"
aggregate,"{v} مجموعة, بلغ فى مجموعه كذا"
aggregate,"{adj} إجمالي, على وجه الإجمال, كلي"
aggregated,{adj} مجموع
aggregation,"{n} تجميع, تجمع, مجموعة"
aggression,"{n} عدوان, هجوم, عدوانية, التعدي, الإفتئات على حقوق الاخريين"
aggressive,"{adj} عدواني, هجومي, مكافح, مشاكس"
aggressive,{n} العدواني
aggressiveness,"{n} عدوانية, كفاح"
aggressor,"{n} معتدي, باغي, معتد"
aggrieve,"{v} اضطهد, ضايق, ظلم, حزن"
aggrieved,"{adj} مهضوم الحق, مضطهد"
aggro,{n} خصام عنيف
aghast,{adj} مذعور
agile,"{adj} رشيق, خفيف الحركة, ذكي, سريع الخاطر, خفيف"
agility,"{n} رشاقة, خفة حركة"
aging,{n} شيخوخة
agio,{n} فرق القيمة في العملة
agiotage,"{n} صناعة الصرافة, مضاربة بالأسهم المالية"
agitate,"{v} هز, حرك, أثار الرأي العام, خض, أقلق, ناقش, هيج, حاور, ناظر, حاول إثارة الشعور العام"
